ID,Name,Category,Subcategory,Purpose,Path
7484,advanced_string_219,general_purpose,string_utilities,Advanced string operation 219,general_purpose/string_utilities/advanced_string_219.md
7485,advanced_string_248,general_purpose,string_utilities,Advanced string operation 248,general_purpose/string_utilities/advanced_string_248.md
7486,string_util_67,general_purpose,string_utilities,String utility 67,general_purpose/string_utilities/string_util_67.md
7487,string_util_36,general_purpose,string_utilities,String utility 36,general_purpose/string_utilities/string_util_36.md
7488,string_util_94,general_purpose,string_utilities,String utility 94,general_purpose/string_utilities/string_util_94.md
7489,string_util_84,general_purpose,string_utilities,String utility 84,general_purpose/string_utilities/string_util_84.md
7490,string_util_26,general_purpose,string_utilities,String utility 26,general_purpose/string_utilities/string_util_26.md
7491,string_util_77,general_purpose,string_utilities,String utility 77,general_purpose/string_utilities/string_util_77.md
7492,advanced_string_209,general_purpose,string_utilities,Advanced string operation 209,general_purpose/string_utilities/advanced_string_209.md
7493,advanced_string_198,general_purpose,string_utilities,Advanced string operation 198,general_purpose/string_utilities/advanced_string_198.md
7494,kebab_case,general_purpose,string_utilities,Converts to kebab-case,general_purpose/string_utilities/kebab_case.md
7495,string_util_43,general_purpose,string_utilities,String utility 43,general_purpose/string_utilities/string_util_43.md
7496,is_numeric,general_purpose,string_utilities,Checks if string is numeric,general_purpose/string_utilities/is_numeric.md
7497,string_util_12,general_purpose,string_utilities,String utility 12,general_purpose/string_utilities/string_util_12.md
7498,advanced_string_98,general_purpose,string_utilities,Advanced string operation 98,general_purpose/string_utilities/advanced_string_98.md
7499,pad_right,general_purpose,string_utilities,Pads string on right,general_purpose/string_utilities/pad_right.md
7500,join_strings,general_purpose,string_utilities,Joins strings with delimiter,general_purpose/string_utilities/join_strings.md
7501,extract_emails,general_purpose,string_utilities,Extracts email addresses,general_purpose/string_utilities/extract_emails.md
7502,string_util_32,general_purpose,string_utilities,String utility 32,general_purpose/string_utilities/string_util_32.md
7503,string_util_63,general_purpose,string_utilities,String utility 63,general_purpose/string_utilities/string_util_63.md
7504,string_util_90,general_purpose,string_utilities,String utility 90,general_purpose/string_utilities/string_util_90.md
7505,advanced_string_229,general_purpose,string_utilities,Advanced string operation 229,general_purpose/string_utilities/advanced_string_229.md
7506,string_util_9,general_purpose,string_utilities,String utility 9,general_purpose/string_utilities/string_util_9.md
7507,string_util_57,general_purpose,string_utilities,String utility 57,general_purpose/string_utilities/string_util_57.md
7508,contains,general_purpose,string_utilities,Checks if string contains substring,general_purpose/string_utilities/contains.md
7509,advanced_string_5,general_purpose,string_utilities,Advanced string operation 5,general_purpose/string_utilities/advanced_string_5.md
7510,string_util_16,general_purpose,string_utilities,String utility 16,general_purpose/string_utilities/string_util_16.md
7511,string_util_47,general_purpose,string_utilities,String utility 47,general_purpose/string_utilities/string_util_47.md
7512,trim_left,general_purpose,string_utilities,Trims whitespace from left,general_purpose/string_utilities/trim_left.md
7513,advanced_string_239,general_purpose,string_utilities,Advanced string operation 239,general_purpose/string_utilities/advanced_string_239.md
7514,string_util_80,general_purpose,string_utilities,String utility 80,general_purpose/string_utilities/string_util_80.md
7515,extract_numbers,general_purpose,string_utilities,Extracts numbers from string,general_purpose/string_utilities/extract_numbers.md
7516,substring,general_purpose,string_utilities,Extracts substring,general_purpose/string_utilities/substring.md
7517,string_util_73,general_purpose,string_utilities,String utility 73,general_purpose/string_utilities/string_util_73.md
7518,string_util_22,general_purpose,string_utilities,String utility 22,general_purpose/string_utilities/string_util_22.md
7519,substring_before,general_purpose,string_utilities,Gets substring before delimiter,general_purpose/string_utilities/substring_before.md
7520,string_util_2,general_purpose,string_utilities,String utility 2,general_purpose/string_utilities/string_util_2.md
7521,advanced_string_222,general_purpose,string_utilities,Advanced string operation 222,general_purpose/string_utilities/advanced_string_222.md
7522,string_util_39,general_purpose,string_utilities,String utility 39,general_purpose/string_utilities/string_util_39.md
7523,advanced_string_111,general_purpose,string_utilities,Advanced string operation 111,general_purpose/string_utilities/advanced_string_111.md
7524,string_util_68,general_purpose,string_utilities,String utility 68,general_purpose/string_utilities/string_util_68.md
7525,advanced_string_140,general_purpose,string_utilities,Advanced string operation 140,general_purpose/string_utilities/advanced_string_140.md
7526,advanced_string_247,general_purpose,string_utilities,Advanced string operation 247,general_purpose/string_utilities/advanced_string_247.md
7527,advanced_string_216,general_purpose,string_utilities,Advanced string operation 216,general_purpose/string_utilities/advanced_string_216.md
7528,advanced_string_187,general_purpose,string_utilities,Advanced string operation 187,general_purpose/string_utilities/advanced_string_187.md
7529,advanced_string_174,general_purpose,string_utilities,Advanced string operation 174,general_purpose/string_utilities/advanced_string_174.md
7530,advanced_string_125,general_purpose,string_utilities,Advanced string operation 125,general_purpose/string_utilities/advanced_string_125.md
7531,advanced_string_25,general_purpose,string_utilities,Advanced string operation 25,general_purpose/string_utilities/advanced_string_25.md
7532,advanced_string_74,general_purpose,string_utilities,Advanced string operation 74,general_purpose/string_utilities/advanced_string_74.md
7533,advanced_string_87,general_purpose,string_utilities,Advanced string operation 87,general_purpose/string_utilities/advanced_string_87.md
7534,advanced_string_40,general_purpose,string_utilities,Advanced string operation 40,general_purpose/string_utilities/advanced_string_40.md
7535,advanced_string_11,general_purpose,string_utilities,Advanced string operation 11,general_purpose/string_utilities/advanced_string_11.md
7536,index_of,general_purpose,string_utilities,Finds index of substring,general_purpose/string_utilities/index_of.md
7537,advanced_string_50,general_purpose,string_utilities,Advanced string operation 50,general_purpose/string_utilities/advanced_string_50.md
7538,advanced_string_97,general_purpose,string_utilities,Advanced string operation 97,general_purpose/string_utilities/advanced_string_97.md
7539,advanced_string_64,general_purpose,string_utilities,Advanced string operation 64,general_purpose/string_utilities/advanced_string_64.md
7540,extract_urls,general_purpose,string_utilities,Extracts URLs from string,general_purpose/string_utilities/extract_urls.md
7541,advanced_string_35,general_purpose,string_utilities,Advanced string operation 35,general_purpose/string_utilities/advanced_string_35.md
7542,advanced_string_135,general_purpose,string_utilities,Advanced string operation 135,general_purpose/string_utilities/advanced_string_135.md
7543,advanced_string_164,general_purpose,string_utilities,Advanced string operation 164,general_purpose/string_utilities/advanced_string_164.md
7544,advanced_string_197,general_purpose,string_utilities,Advanced string operation 197,general_purpose/string_utilities/advanced_string_197.md
7545,advanced_string_206,general_purpose,string_utilities,Advanced string operation 206,general_purpose/string_utilities/advanced_string_206.md
7546,replace_last,general_purpose,string_utilities,Replaces last occurrence,general_purpose/string_utilities/replace_last.md
7547,advanced_string_150,general_purpose,string_utilities,Advanced string operation 150,general_purpose/string_utilities/advanced_string_150.md
7548,string_util_78,general_purpose,string_utilities,String utility 78,general_purpose/string_utilities/string_util_78.md
7549,advanced_string_101,general_purpose,string_utilities,Advanced string operation 101,general_purpose/string_utilities/advanced_string_101.md
7550,string_util_29,general_purpose,string_utilities,String utility 29,general_purpose/string_utilities/string_util_29.md
7551,advanced_string_232,general_purpose,string_utilities,Advanced string operation 232,general_purpose/string_utilities/advanced_string_232.md
7552,advanced_string_183,general_purpose,string_utilities,Advanced string operation 183,general_purpose/string_utilities/advanced_string_183.md
7553,advanced_string_212,general_purpose,string_utilities,Advanced string operation 212,general_purpose/string_utilities/advanced_string_212.md
7554,is_empty,general_purpose,string_utilities,Checks if string is empty,general_purpose/string_utilities/is_empty.md
7555,advanced_string_243,general_purpose,string_utilities,Advanced string operation 243,general_purpose/string_utilities/advanced_string_243.md
7556,capitalize,general_purpose,string_utilities,Capitalizes first letter,general_purpose/string_utilities/capitalize.md
7557,advanced_string_121,general_purpose,string_utilities,Advanced string operation 121,general_purpose/string_utilities/advanced_string_121.md
7558,string_util_58,general_purpose,string_utilities,String utility 58,general_purpose/string_utilities/string_util_58.md
7559,advanced_string_170,general_purpose,string_utilities,Advanced string operation 170,general_purpose/string_utilities/advanced_string_170.md
7560,advanced_string_226,general_purpose,string_utilities,Advanced string operation 226,general_purpose/string_utilities/advanced_string_226.md
7561,string_util_6,general_purpose,string_utilities,String utility 6,general_purpose/string_utilities/string_util_6.md
